Experiment (#), Number of Slices (#), Objective, Solution Time (sec), Lambda (STDEV)
0,4,4.00133668744,0.040800000002,15.55381785929101
1,4,4.00133668744,0.040200000003,15.55381785929101
0,4,4.00133668744,0.039799999999,15.55381785929101
1,4,4.00133668744,0.039900000003,15.55381785929101
2,4,4.00133668744,0.039900000003,15.55381785929101
3,4,4.00133668744,0.040199999996,15.55381785929101
4,4,4.00133668744,0.039799999999,15.55381785929101
5,4,4.00133668744,0.039799999999,15.55381785929101
6,4,4.00133668744,0.039700000001,15.55381785929101
7,4,4.00133668744,0.039799999999,15.55381785929101
